index,Dependent,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
132691,0,0.025375825,50,0,0.198925183,11908,10,0,2,0,3
132709,0,0.492027909,41,0,1.592708009,3208,10,0,2,0,0
132727,0,0,23,0,0.079100749,1200,1,0,0,1,0
132734,0,0.365531251,47,0,0.361894025,5321,11,0,0,0,0
132742,0,0.241934061,56,0,0.163266479,17400,5,0,2,0,2
132745,0,0.036262204,39,0,0.212837838,8583,5,0,1,0,2
132763,0,0.9999999,48,0,0.047126026,2800,0,1,0,0,4
132778,0,0.60657079,58,0,0.530891485,9500,5,0,1,0,2
132792,0,0.617511868,54,0,0.444969406,12910,22,0,4,0,1
132797,0,0.88137352,61,4,0.325483226,4500,9,0,2,0,0
132799,0,0.665433364,67,0,0.221529671,7700,10,0,1,0,0
132804,1,1.093812375,36,0,0.370745836,1380,6,1,0,0,2
132808,0,0.917460053,62,0,0.7715767,3278,6,0,1,0,0
132880,0,0.151489316,33,0,0.283659166,5421,11,0,0,0,0
132891,0,0.052528161,50,0,0.075492105,4622,8,0,0,0,2
132906,0,0.058963878,81,2,0.114977005,5000,18,0,0,0,0
132914,0,0,23,0,0,820,1,0,0,0,0
132917,0,0.050543617,47,0,0.300385659,7000,11,0,0,0,1
132919,0,0.628391648,63,2,0.18497072,30566,16,0,2,1,1
132933,0,0.262115859,31,0,0.311170213,375,1,0,0,0,0
132939,0,1.011693924,44,1,0.507409178,4183,6,1,2,0,2
132963,0,0.100228403,64,0,0.10479476,20000,9,0,2,0,0
132982,0,0.645627043,42,0,0.320766227,8195,12,0,1,0,0
132985,0,0.525423729,30,0,0.139384117,1850,3,0,0,0,0
132990,0,1.033704656,32,1,0.143489487,5421,6,0,0,0,0
132992,0,0,23,0,0.592039801,200,1,0,0,0,0
133086,0,0.368395449,62,0,0.154948351,3000,6,0,0,0,0
133088,0,0.043882001,45,0,0.401459854,5753,13,0,1,0,1
133102,0,0.168934988,63,0,0.078262369,5800,4,0,0,0,1
133103,0,0.614564239,28,0,0.073690057,5400,2,0,0,0,3
133112,0,0.286230891,67,1,0.516753537,9400,21,0,2,0,0
133128,0,0.539124567,55,0,0.161861485,6381,3,0,0,0,0
133129,0,1.002366588,43,0,0.757414966,7349,10,0,2,0,1
133130,1,0.917356663,39,0,1.197710718,1921,3,1,1,1,4
133140,1,0.957921507,33,1,0.208359788,9449,13,0,0,0,0
133153,0,0.554850002,57,0,1.259708738,2471,10,0,1,0,0
133171,0,0.377591337,38,0,0.197828882,7000,10,0,1,0,0
133175,0,0.9999999,44,0,0.127175765,13500,1,0,1,0,1
133196,0,0.873032587,30,4,0.421905963,5550,11,0,1,0,2
133245,0,0.102163201,38,0,0.209206458,2910,11,0,0,0,2
133250,0,0.028007799,36,0,0.271625751,9490,10,0,2,0,0
133256,0,0.00233764,77,0,0.118691435,6082,11,0,0,0,0
133264,0,0.547452547,68,0,0.016356202,2200,5,0,0,0,0
133267,0,0.378676898,31,0,0.088373272,7886,8,0,0,0,0
133270,0,1.395348837,45,1,0.007678806,4557,2,0,0,0,2
133321,0,0.042177664,62,2,4.766078648,5441,10,0,1,1,2
133327,0,0.282276753,36,0,0.1753122,4163,7,0,0,1,1
133350,0,0.118776245,37,0,0.404548711,5583,7,0,1,0,0
133351,0,0,44,0,0.365039552,5182,5,0,1,0,0
133364,0,0.493344859,88,1,0.49870026,5000,11,0,1,0,0
133385,0,0,59,0,0.316534777,2400,4,0,0,0,1
133389,0,0.197476972,35,0,0.098272138,8333,7,1,2,0,1
133402,0,0.016789032,59,0,0.16996167,9913,5,0,1,0,2
133403,0,0.451129073,59,0,0.231153769,5000,6,0,1,0,0
133405,0,0.042919775,42,0,0.065662799,4050,4,0,0,0,3
133439,0,0.232067749,55,0,0.489414902,5998,11,0,1,0,0
133440,0,0.719882282,56,0,0.535513838,5166,8,0,2,0,1
133467,0,0.086187083,67,2,0.601699416,1882,4,0,1,0,0
133488,0,0.164670217,41,0,0.02339766,10000,5,0,0,0,1
133491,0,0,81,0,0,4734,5,0,0,0,0
133499,0,0.342762063,27,0,0.156368726,5000,7,1,0,0,1
133507,0,0.667665792,46,0,1.762158561,1500,8,0,1,0,0
133519,0,0.98520074,38,0,0.107435012,5500,3,0,0,0,0
133528,1,0.610778443,41,1,0.223667646,2382,4,0,0,2,3
133529,0,0.255126114,80,0,0.218156369,5000,8,0,0,0,0
133537,0,0.048007562,34,3,0.259068837,3500,8,0,0,0,2
133549,0,0.011437131,55,0,0.050941562,39083,16,0,1,0,3
133558,0,0.035822061,46,0,0.3353983,12590,17,0,2,0,0
133583,0,0.545030331,48,0,0.738946901,4500,6,0,3,0,0
133606,0,0.598710032,75,0,0.846769154,8000,7,0,3,0,0
133631,0,0.339707219,43,0,0.475262753,3900,8,0,1,0,2
133656,0,0.099588186,66,0,0.36963775,8391,33,0,1,0,0
133686,0,0.003573816,65,0,0.28748107,3961,7,0,1,0,1
133687,0,0.25362057,57,0,0.258970359,7050,24,0,0,0,0
133710,0,0.451976521,49,0,0.413117377,5000,11,0,1,0,1
133714,0,0.511479561,52,1,0.820727046,11250,7,0,2,0,2
133718,0,0.019726237,85,0,0.00396376,5297,8,0,0,0,0
133725,0,0.100372238,63,0,0.618045113,664,8,0,0,0,0
133780,0,0.135064416,41,1,0.231717204,6166,5,0,1,0,0
133821,0,0.526826353,61,0,0.618595351,4000,7,0,2,0,0
133822,0,0.006741422,48,0,0.231564036,12000,9,0,1,0,3
133826,0,0.021478571,51,0,0.186485643,6407,10,0,0,0,2
133841,0,0.035457281,38,0,0.58403428,6300,7,0,3,0,3
133872,0,0.418040439,52,0,0.326386119,10027,23,0,1,0,0
133882,0,0.26098013,69,0,0.306030856,3564,6,0,1,0,0
133888,0,0.038541112,57,0,0.238358252,10500,9,0,1,0,0
133944,0,0.9999999,34,0,0,4167,0,1,0,0,1
133962,0,0.043579239,50,1,0.386838757,5500,10,0,1,0,2
134026,0,0.180583986,56,0,0.29379562,2739,8,0,1,0,0
134035,0,0.00338039,61,1,1.279191308,7270,17,0,4,0,1
134052,0,0,39,0,0.068827598,12000,5,0,0,0,3
134068,0,0.007905511,62,0,12,0,6,0,0,0,0
134074,1,0.882078614,26,0,0.029313791,1500,3,0,0,0,0
134083,0,0.099090703,48,0,0.355822089,2000,9,0,1,0,1
134096,0,0.9999999,58,0,0.049995,10000,4,0,0,0,0
134109,0,0.189520699,43,0,0.125742884,3196,2,0,0,0,2
134116,0,0.021248672,89,0,0.001817851,5500,7,0,0,0,0
134148,0,0.902245147,53,3,0.767715175,2892,16,0,0,0,0
134159,0,0.463225562,43,0,0.187544636,7000,6,0,0,0,0
134167,0,0.454246478,45,0,0.265373628,6650,8,0,2,0,6
134186,0,0.033499015,44,1,0.264764698,7500,10,0,1,0,2
134211,0,0.178620491,64,0,0.041489628,4000,10,0,0,0,2
134262,0,0.286064618,36,0,0.33501187,13900,18,0,2,1,2
134287,0,0.069276142,64,0,0.32071232,17800,18,0,6,0,0
134328,0,0.290163138,48,0,0.297725558,9276,4,0,1,0,3
134338,0,0.326632204,53,0,0.310153299,4500,9,0,1,0,0
134372,0,0.541908669,42,0,0.590578861,12800,9,0,4,0,2
134381,0,0.217074869,34,0,0.05090248,7700,5,0,0,0,0
134392,0,0.755390043,30,0,0.0628681,7300,10,0,0,1,4
134396,0,0.001217285,56,0,0,4700,2,0,0,0,0
134440,1,1.28685259,50,0,0.059957173,1400,1,0,0,0,2
134456,0,0.123128663,41,0,0.538540071,3917,15,0,1,0,2
134470,0,0.024664258,56,0,0.456135966,4000,10,0,1,0,0
134473,1,0.9999999,36,0,0,2468,0,0,0,0,1
134486,0,0,85,0,0,4000,10,0,0,0,0
134512,0,0.260502762,61,1,0.420412734,6250,10,0,1,0,0
134515,0,0,48,1,0,3666,3,0,0,0,0
134522,0,0.40047415,68,0,0.541221374,2619,7,0,0,0,0
134578,0,0.9999999,35,0,0.360730594,875,1,0,0,0,0
134581,1,0.803388716,57,2,0.546358536,18000,18,0,2,3,1
134582,0,0.300336333,50,0,0.641199572,2800,5,0,1,0,0
134584,0,0,49,0,0.076021376,5800,2,0,0,0,2
134596,0,0,33,0,0,4052,1,0,0,0,0
134601,1,0.627193957,37,1,0.435176507,3200,5,0,1,1,2
134607,0,0.170945726,59,0,0.565609785,8420,10,0,2,0,1
134646,0,0,79,0,1.108940201,1688,6,0,1,0,0
134679,0,0.060451123,49,0,0.916430595,2823,12,0,2,0,0
134682,0,0.02784425,63,0,0.215156969,5000,8,0,1,0,0
134691,1,0.433718324,59,3,0.821529745,6000,5,0,1,1,1
134697,0,0.014719706,39,0,0.485601646,5833,9,0,1,0,4
134700,0,0,40,0,0.043591282,5000,3,0,0,0,2
134701,0,0,50,0,0.320997835,9700,9,0,2,0,0
134708,0,0.474133741,34,0,0.039223226,5200,2,0,0,0,1
134716,0,0.014713865,75,0,0.167430237,2400,6,0,1,0,1
134783,0,0.019940937,70,0,0.188730688,3300,6,0,1,0,0
134797,0,0.927048859,58,0,1.039360605,5817,24,0,2,0,0
134809,0,0,56,0,1.009596162,2500,4,0,1,0,0
134848,0,0,80,0,0,10000,5,0,0,0,0
134850,0,0.544022799,74,0,0.162440226,6900,6,0,1,0,0
134854,0,0.104888662,59,1,0.292647365,4800,9,0,1,0,2
134856,0,0.070871493,68,1,0.006772244,9597,8,0,0,0,0
134867,0,0.03964676,54,0,0.28437725,8333,6,0,2,0,2
134884,1,0.906976744,40,0,0.911325141,3010,6,6,1,2,0
134916,0,0.714337588,41,0,0.585471509,3000,12,0,1,0,2
134945,0,0.441147701,31,0,0.571516017,4900,7,0,2,0,1
134956,0,0.9999999,64,0,0.250633339,5920,5,0,2,0,0
134976,0,0.01462753,72,0,0.340392221,12135,12,0,3,0,1
134993,0,0.033963257,62,0,0.103451591,10400,6,0,1,0,0
135001,0,0.292682927,58,0,0.366480079,3036,7,0,1,0,1
135006,1,0.910363487,28,0,0.499451497,6380,8,0,2,0,0
135013,0,0.005709979,81,0,0.000217382,23000,4,0,0,0,0
135023,0,0.017166094,53,0,0.002418965,6200,3,0,0,0,0
135037,0,0,51,0,0,3600,1,0,0,0,2
135049,0,0.415069635,60,0,0.64453125,4351,8,0,2,0,0
135061,0,0.04014273,69,0,0.537348547,8500,25,0,3,0,0
135084,0,0.023155213,81,0,0.115602472,3883,8,0,0,0,1
135088,0,0.152350583,59,0,0.564455975,6166,13,0,2,0,0
135096,0,0.201542637,43,0,0.099977278,4400,6,0,0,0,2
135103,0,0.865628457,27,1,0.26678092,3500,11,0,0,0,0
135114,0,0.087558249,40,0,0.088991101,10000,6,0,0,0,0
135124,0,0.056556099,48,0,0.322225925,3000,11,0,1,0,2
135130,0,0.803746215,56,1,0.363044224,2916,16,0,0,0,1
135139,0,0.021798774,84,0,0.013995335,3000,14,0,0,0,0
135141,0,0.009749756,47,0,0.008207071,3167,9,0,0,1,2
135143,0,0.114444164,35,0,0.736474695,6875,5,0,1,0,0
135177,0,0.022275109,74,0,0.028571429,1154,6,0,0,0,0
135182,0,0.035006326,58,0,0.272398928,8582,9,0,2,0,6
135200,0,0.05901393,29,0,0.162199,2200,7,0,0,0,0
135219,0,0.9999999,31,0,0,2600,0,0,0,0,2
135266,0,0.020437995,75,0,0.00449955,10000,6,0,0,0,0
135285,0,0.031742776,48,0,0.216819282,9500,5,0,1,0,2
135334,0,0.674555227,50,0,0.442956274,33000,9,0,2,0,3
135338,0,0.003999529,61,0,1182,0,9,0,2,0,2
135363,0,0.377753225,31,1,0.286778819,8856,14,0,2,0,0
135368,0,0.257645196,56,0,0.214715589,5150,4,0,1,0,0
135381,0,0.029004702,53,0,0.769333333,2999,6,0,1,0,1
135411,0,0.9999999,69,1,0,7020,0,0,0,0,0
135432,0,0.002413333,48,0,0.207453889,5258,8,0,2,0,1
135442,0,0.069437294,80,0,0.661905734,4900,8,0,2,0,2
135482,0,0.927241006,50,0,0.294168654,4612,8,0,0,0,0
135501,0,0.009369032,74,0,0.002861815,2445,2,0,0,0,1
135509,0,0.658507394,52,0,0.487329771,5800,12,0,1,0,4
135513,1,0.46645449,33,0,0.935532234,2000,12,0,1,0,0
135528,0,0.9999999,41,0,0,0,0,0,0,0,0
135541,0,0.163239798,37,0,0.594751559,4648,7,0,2,0,1
135556,0,0.514196774,35,0,0.032593481,5000,2,0,0,1,0
135571,0,0.891390253,44,1,0.508379888,3758,8,2,0,5,1
135579,0,0.586815093,39,1,0.359107494,7125,8,0,1,0,1
135597,0,0.054828341,56,0,0.32808399,8381,14,0,2,0,0
135618,0,0.2322281,81,0,0.183213206,4300,3,0,0,0,0
135689,0,0.279344131,46,0,0.431513903,1941,6,0,1,0,4
135698,0,0.160661029,31,0,0.322766571,1040,6,0,0,0,0
135704,0,0,82,0,0.204340405,4100,5,0,1,0,0
135739,0,0.408411974,33,2,0.138388626,2109,7,0,0,0,0
135743,0,0.185362927,33,0,961,0,2,0,1,0,0
135745,0,0.033482181,51,0,0.271824693,14100,11,0,2,0,1
135747,0,0.001818123,41,0,0.50854048,7200,9,0,1,0,1
135752,0,0.464034133,47,0,0.685910438,6408,11,0,2,0,2
135780,0,0.240170128,49,0,0.179847841,11303,5,0,1,0,2
135783,0,0.217509741,51,0,0.194808178,4352,5,0,2,0,0
135845,0,0.805862362,70,0,0.086956522,2000,9,0,0,0,0
135853,0,0.684934386,46,0,0.370347135,4781,6,0,2,0,4
135872,0,0.024984529,44,1,0.642537056,2900,17,0,1,0,2
135878,0,0.944351883,31,1,0.341731654,5000,5,0,1,0,2
135887,0,0.91576053,38,0,0.432966413,3542,7,0,1,0,1
135889,0,0.038852297,66,0,0.023188631,90000,6,0,1,0,0
135890,0,0.032787289,60,0,0.302045553,6892,11,0,1,0,0
135900,0,0.060850403,37,0,0.388780894,3600,14,0,1,0,0
135902,0,0.334672781,42,0,0.832704834,2916,14,0,1,0,1
135936,0,0.017075524,53,0,0.425049967,1500,7,0,1,0,1
135943,0,0.009062728,69,0,0.118835771,6630,10,0,1,0,0
135944,0,0.001941441,73,0,0.047995429,10500,16,0,0,0,0
135947,0,0.970495036,40,4,0.92,2499,15,0,1,0,3
135976,0,0.893791033,56,1,0.38645288,12223,26,0,1,0,0
135991,0,0.9999999,62,0,0.136775218,6294,12,0,1,0,0
135993,0,0.575453845,53,0,0.301497063,5276,6,0,2,0,2
136002,0,0.9999999,41,0,0.219904648,3355,2,0,0,0,0
136006,0,0.078953089,74,0,0.018996834,6000,3,0,0,0,1
136014,0,0.154719408,29,0,0.144625091,4120,11,0,0,0,0
136015,0,0.102741773,49,0,0.221433277,13660,13,0,2,0,1
136017,0,0,32,0,0.5828852,4276,8,0,1,0,0
136029,0,0.703332184,36,0,0.714171444,7500,9,0,2,0,2
136037,0,0.003365223,43,0,0.330246511,7666,8,1,2,0,3
136046,0,0.9999999,37,0,0.259669613,25000,5,0,1,0,3
136066,0,0.002367408,40,0,0.585828343,1001,12,0,0,0,0
136075,0,0.158797585,42,0,0.299184741,6500,12,0,3,0,2
136077,0,0.501954157,30,0,5696,1,5,0,1,0,3
136083,0,0.095780844,47,0,0.089182164,5000,4,0,0,0,0
136136,0,0.560253011,38,0,0.351529694,5000,6,0,1,0,3
136147,0,0.582834331,33,2,0.034188034,2924,2,2,0,0,2
136159,0,0,30,0,0.29168309,2536,9,0,0,0,0
136168,0,0.008154881,66,0,0.187762104,5245,12,0,1,0,0
136172,0,0.167398451,46,0,0.29630171,6840,8,0,2,0,1
136197,0,0.9999999,47,0,0.262403031,11085,5,0,2,0,3
136199,0,0.778362546,40,0,0.414341518,3583,11,0,1,0,0
136216,0,0.057720157,35,0,0.495087824,3358,10,0,2,0,0
136221,0,0.227640574,39,0,0.603046168,2100,11,0,0,0,3
136226,0,0.094710612,63,0,0.5794859,4006,29,0,1,0,0
136251,0,0,41,2,0,4096,8,0,0,0,4
136261,0,0.9999999,30,1,0.157129456,2131,1,0,0,0,0
136272,0,0.467331043,26,0,0.421491045,2400,9,0,0,0,0
136284,0,0.645350751,42,0,1.057471264,10700,11,0,4,1,3
136300,0,0.296004315,63,0,0.412561802,5460,12,0,2,0,1
136324,0,0.158222616,46,0,0.356857523,5256,8,0,2,0,2
136357,0,0.044665099,57,1,0.569145667,3253,8,0,1,1,1
136359,1,0.780747205,51,0,0.268395563,6400,12,0,1,0,0
136366,0,0.173715733,53,0,0.33608299,8000,9,0,1,0,0
136391,0,0.9999999,35,0,0,3750,1,0,0,0,0
136400,0,0.208616612,82,0,0.372331155,4589,14,0,1,0,0
136419,1,0.996003996,41,3,0.41170871,2100,5,1,0,0,3
136420,1,0.9999999,31,0,0.193241314,2100,1,1,0,0,1
136424,0,0.033032241,33,0,0.363362799,5316,5,0,2,0,0
136430,0,0.068723282,55,0,0.257537123,6666,19,0,1,0,1
136459,0,0.900076864,43,0,0.50175486,7407,6,0,3,0,0
136469,0,0.074925075,69,0,0.299188357,3572,4,0,1,0,0
136489,0,0.895006176,44,1,0.434450271,11250,13,0,1,0,1
136500,0,0.849114133,43,0,0.278439679,11330,15,0,0,0,0
136512,0,0.900332226,38,0,0.192320878,5833,4,0,0,0,3
136525,0,0.228923271,65,0,0.063526053,1400,5,0,0,0,0
136541,0,0.122221368,51,0,0.167133147,2500,3,0,0,0,0
136578,0,0.881411816,41,0,0.665797479,2300,13,0,0,0,0
136601,0,0.159184531,45,0,0.257668712,9453,5,0,1,0,2
136604,0,0.935299715,25,0,33,0,5,0,0,0,0
136610,0,0.036194944,54,0,0.25494901,3333,9,0,0,0,1
136618,0,0.099441375,37,0,1.703322415,2136,11,0,5,0,0
136634,0,0.9999999,63,0,0.766077974,3000,5,0,1,0,1
136667,0,0.9999999,54,2,0.172915247,4400,4,0,1,0,0
136710,1,0.753522194,38,0,0.130059191,6250,8,0,0,1,3
136712,0,0.9999999,44,1,0.113290263,4333,1,1,0,0,2
136714,0,0.038736389,66,0,0.50069735,5018,7,0,1,0,0
136746,0,0,41,0,0.529935172,7866,14,0,3,0,0
136776,0,0.030580216,54,0,0.020709355,4200,8,0,0,0,2
136784,0,0.009174224,67,0,0.399840064,2500,26,0,1,0,0
136785,0,0,40,0,0.374104316,6000,8,0,2,0,2
136805,0,0.02743823,65,1,0.202837825,10500,15,0,1,0,0
136808,0,0.425887733,34,1,0.478347973,6488,19,0,1,0,2
136812,0,0.663963334,37,0,0.509688374,10011,12,0,2,0,0
136820,0,0.125645726,51,0,0.283097419,1200,3,0,0,0,0
136834,0,0.274945011,33,0,0.089555414,4700,3,0,0,0,1
136859,0,0.9999999,61,0,0,4167,0,0,0,0,0
136865,0,0.274933597,41,0,0.187703074,4000,5,0,0,0,0
136868,0,0.056935655,62,0,0.173340381,22700,7,0,2,0,2
136877,0,0.273414198,37,0,0.874446508,7000,10,0,2,0,0
136883,0,0.214893334,42,0,0.218840258,4500,8,0,1,0,1
136890,0,0.9999999,57,0,0.209025302,11500,6,0,2,0,2
136908,0,0.436123348,56,0,0.773096335,4556,17,0,1,0,0
136934,0,0.151761418,67,0,0.216706539,5015,14,0,1,0,0
136948,0,0.033715264,88,0,0.036264485,7334,9,0,0,0,1
136964,0,0.066722704,58,0,0.174510065,7500,5,0,1,0,0
136976,0,0.01219878,71,0,0.0009431,3180,2,0,0,0,0
136987,0,0,69,0,0,0,3,0,0,0,0
136989,0,0,52,0,0.82756499,6500,5,0,3,0,2
136995,0,0.567123097,42,1,0.455084885,6066,10,0,1,0,0
136997,0,0.692499316,50,0,0.25570698,35000,20,0,1,0,2
137013,0,0.06025825,56,0,0.515147015,6733,7,0,3,0,0
137039,0,0.053566493,46,0,0.502812249,11200,16,0,6,0,1
137045,0,0.018334065,63,0,0.413775246,9654,17,0,2,0,1
137063,0,0.897291402,58,3,0.029594081,5000,3,0,0,0,0
137074,0,0.035565408,50,0,0.497233518,15000,9,0,4,0,2
137078,0,0.072283837,37,0,0.358528294,5000,13,0,2,0,2
137098,0,0.427021546,72,0,0.746945123,4500,11,0,3,1,0
137125,0,0.030897906,56,0,0.180072772,12916,9,0,1,0,2
137146,0,0.004703116,46,0,0.65765599,5400,11,0,2,0,0
137176,0,0.900839664,41,0,0.282830225,5200,5,0,1,0,2
137193,0,0.412369225,47,0,0.359104239,3750,4,0,1,0,1
137194,1,0,38,1,0.644752018,2600,3,0,1,1,2
137200,0,0.055114405,50,0,0.468731621,5100,7,0,1,0,2
137209,1,0.591104982,44,2,0.361564299,4167,6,0,1,1,0
137221,0,0.83402213,31,0,0.267793383,4200,9,0,1,0,0
137245,0,0,48,0,0.147384155,3344,7,0,0,0,3
137258,0,0.9999999,24,2,0.254749568,1157,1,0,0,0,0
137260,0,0.140525911,71,0,0.390378206,6900,11,0,1,0,1
137282,0,0.022624743,68,0,0.18047744,8000,15,0,1,0,0
137284,0,0.455392763,62,0,0.462395094,12391,12,0,3,0,0
137297,0,0.016898306,35,0,0.205224347,8000,13,0,0,0,1
137300,0,0.065069913,52,0,0.028064993,8800,9,0,0,0,1
137350,0,0.343392078,45,0,1.305414013,3139,17,0,2,0,0
137365,0,0.042252127,49,0,0.327717852,8250,24,0,1,1,3
137375,0,0.9999999,68,0,0.250694316,5400,2,0,1,0,0
137393,0,0.048496969,49,0,31,0,7,0,0,0,4
137395,0,0.1164902,63,0,0.295870413,10000,15,0,3,0,0
137404,0,0.000252539,67,1,0.055229471,17888,12,0,0,0,0
137417,1,1.114867321,54,1,0.47891284,3200,12,2,1,2,2
137449,0,0.421555952,47,0,0.662473984,11050,17,0,2,0,3
137454,1,0.926720168,52,0,0.553620384,6200,9,0,1,0,2
137458,0,0.17460685,40,0,0.311965337,9000,7,0,2,0,2
137469,0,0.026312686,35,0,0.017997429,7000,21,0,0,0,0
137480,0,0.121746956,74,0,0.070583351,4816,7,0,0,0,0
137481,0,0.075067173,60,1,0.063626035,6160,7,0,0,0,2
137492,0,0.085462161,40,0,0.227349639,6500,14,0,2,0,0
137518,0,0.9999999,58,0,0,3904,0,0,0,0,0
137523,0,0.007929093,51,0,0.002925878,3075,4,0,0,0,1
137533,0,0.045540991,38,0,0.478163494,6250,8,0,2,0,2
137579,1,0.9999999,35,0,0.094345517,3200,1,1,0,0,1
137595,0,0.294262888,39,0,0.651811222,8750,10,0,3,0,0
137596,0,0,63,1,0.287806336,3345,11,0,2,0,1
137614,0,0.9999999,68,0,0.008883953,1800,6,0,0,0,0
137625,0,0.050276888,60,0,0.365944882,5079,15,0,2,0,1
137638,0,0.059165618,68,0,0.199629104,9166,8,0,2,0,0
137641,0,0.476738351,47,0,0.520031268,15350,13,0,3,0,4
137647,0,0.212077736,80,0,0.323477101,4497,5,0,1,0,0
137659,0,0.9999999,53,0,0.638090477,4000,1,0,1,0,0
137660,0,0.691342535,41,0,0.142110763,3827,3,0,0,0,2
137667,0,0.136458843,60,0,0.58297487,4416,21,0,2,0,0
137676,0,0.002876261,67,0,0.00789921,10000,9,0,0,0,1
137688,0,0.103547411,65,0,0.242473644,9200,8,0,1,0,1
137693,0,0.018462657,81,0,0.204842804,10241,11,0,0,0,0
137695,0,0.699327395,28,1,0.420471281,4073,10,0,1,0,2
137704,0,0.9999999,67,0,0.149475738,4100,4,0,0,0,0
137719,0,0.243506113,52,1,0.016259456,11500,4,0,0,0,1
137720,0,1.001999913,56,1,0.311279394,5017,6,0,0,0,1
137747,1,0.613409415,49,0,0.31351461,4927,6,1,1,1,0
137752,0,0.031893231,56,0,0.333583302,8000,8,0,2,0,0
137753,0,0.068227523,36,0,0.818040655,7083,13,0,2,0,0
137807,0,0,65,0,0,8000,7,0,0,0,0
137843,0,0.9999999,30,0,0.162524993,3500,2,0,0,0,2
137861,0,0.27524929,30,0,0.174960236,4400,9,0,0,0,0
137891,0,0.9999999,52,1,0.104192247,5700,4,0,0,0,3
137910,0,0.230897425,48,1,0.851803564,2300,12,0,2,0,0
137911,0,0.9999999,49,1,0.403072983,7809,13,0,2,0,5
137916,0,0.20530962,47,1,0.190278419,6500,6,0,0,0,2
137918,0,0.051978766,64,0,0.088711143,5500,10,0,0,0,0
137922,0,0.008330225,56,1,0.130352764,5300,15,0,1,0,0
137945,0,0.023962667,65,0,0.025206432,2300,7,0,0,0,0
137982,1,0.096714334,51,8,0.472546881,19250,16,0,10,2,3
138006,0,0.121250112,55,0,0.235645194,4858,8,0,1,0,0
138015,0,0.110241693,52,0,0.018001417,7054,5,0,0,0,1
138034,0,0.013211143,54,0,0.203034937,8500,9,0,1,0,2
138037,0,0.283578208,67,0,0.138417058,8300,10,0,1,0,0
138054,0,0.018457631,41,0,0.430656934,10000,12,0,3,0,3
138077,1,1.090539796,59,1,0.840594394,2960,15,1,1,2,0
138099,0,0.072246388,54,0,0.005118438,8400,3,0,0,0,3
138115,0,0.118390112,72,0,0.321702454,5215,17,0,2,0,0
138124,0,0.066546673,43,1,2.142857143,1000,8,0,1,0,2
138148,0,0.086123995,46,0,0.272770219,10583,7,0,1,0,2
138153,0,0.117478465,57,0,0.178515309,21000,9,0,2,1,2
138158,0,0.791520848,49,0,0.829931973,1910,6,1,1,0,0
138163,0,0.033803229,29,0,0.01211387,1650,2,0,0,0,0
138165,0,0.684385382,27,0,0.516853933,800,3,0,1,0,2
138166,0,0.050389389,48,2,1.281566694,3650,20,0,4,0,0
138181,0,0,53,0,1.48630644,1350,2,0,1,0,0
138187,0,0.121862605,61,0,0.238745896,9440,3,0,1,0,2
138191,0,0.9999999,79,0,0,2463,1,0,0,0,0
138212,0,0.044347462,66,0,0.266923736,4667,14,0,1,0,1
138218,0,0.374205136,49,0,0.661667803,4400,13,0,2,0,4
138220,0,0.635202665,22,0,0.08478803,400,2,0,0,0,0
138229,0,0,73,0,0.420037629,2125,5,0,0,0,0
138240,0,0.786979416,37,0,0.549059244,6430,15,0,1,0,3
138245,0,0.048397234,41,0,0.097866766,5343,4,0,0,0,3
138251,0,0.439576093,38,0,1.83948373,5500,15,0,6,0,1
138262,0,0.846186052,70,1,0.411110195,12132,9,0,2,1,1
138286,0,0.018663887,57,0,0.061850173,3750,4,0,0,0,0
138316,0,0.04179833,66,0,0.510919126,8333,9,0,2,0,0
138320,1,0.928319955,27,0,0.204475125,4200,10,0,0,0,2
138344,0,0.166580937,34,0,0.453890984,8750,16,0,2,0,3
138352,0,0.712785917,55,1,0.336966915,5228,11,0,0,0,1
138355,0,0.099869063,61,5,0.554822259,6666,9,0,0,1,0
138391,0,0.219255135,39,0,1.147049339,3100,14,0,2,0,2
138441,0,0.143775445,29,0,0.192967839,6000,6,0,2,0,2
138448,0,0.15094593,51,0,0.41449978,4537,26,0,2,0,3
138453,0,0.049164604,63,0,0.030824373,5579,8,0,0,0,0
138461,1,0.595641733,40,0,0.072909011,6802,8,0,0,1,5
138481,0,0.022140859,58,0,0.018251681,1040,2,0,0,0,0
138484,0,0.061272448,74,0,0.52311922,4000,15,0,1,0,0
138507,0,0.03859807,55,0,0.191625892,12466,8,0,2,0,3
138512,0,0.263469479,44,0,0.372256365,6833,9,0,1,0,0
138513,0,0.061191076,48,0,0.031200142,5640,6,0,0,0,0
138538,0,0.159958124,65,0,0.178015812,7841,12,0,1,0,0
138555,0,0.02189927,54,0,1.476556495,1300,4,0,2,0,0
138560,0,0.806108536,32,0,0.224173251,3416,5,0,0,0,3
138578,0,0.448527983,45,0,0.281731475,12266,17,0,2,0,0
138607,0,0.125241502,50,0,0.265264087,6796,6,0,2,0,5
138619,0,0.149683006,59,0,0.284807764,2678,7,0,0,0,1
138652,0,0.122033396,52,0,0.901024744,4000,11,0,1,0,0
